created_at,id,full_text,retweet_count,favorite_count,user_id,user_name,user_screen_name,user_description,user_location,user_created_at,lat,long,neg,neu,pos,sentiment
2019-05-16 08:39:55,1128943146472050688,"#TheDrum It's an absolute disaster for the #SloMo  campaign. Trump has taken us for mugs, and this government has allowed it to happen, because they were too stubborn to back down! The refugees on #Manus have been background checked. They are NOT murderers! #AusVotes2019 #auspol",5.0,4.0,394529489.0,Derek Stewart Macpherson🏴󠁧󠁢󠁳󠁣󠁴󠁿🇦🇺🇪🇺,TheBabelFish,"Founder https://t.co/LkzfMZzUel musician, writer, truth-teller. Scottish Australian. Tweet on politics of both countries. Complaints? TSC","Melbourne, AUS",2011-10-20 06:48:36,-37.8136276,144.9630576,0.9196943,0.0744004,0.005905294,-0.91378903
2019-05-16 11:07:19,1128980238765920257,"Bob Hawke, a national leader who united Australians to strive against racism and discrimination, to ""Advance Australia Fair.""

Our condolences to his family, friends and all those who cherished him, an iconic PM of Australia.

#RIPHawkie #auspol https://t.co/GPxJf0vOFY",24.0,52.0,8.56419316136149e+17,Muslims Down Under,MuslimsDwnUnder,Your Fair Dinkum Source of Islam,Australian Capital Territory,2017-04-24 08:07:31,-35.4734679,149.0123679,0.04078198,0.32899767,0.6302203,0.5894383
2019-05-18 07:33:14,1129651139798917120,Good piece from @SamRoggeveen on the problems not too far below the surface of Australian politics -- the inability of the old parties to create and sustain coalitions of interest group of  Society has changed but the parties haven't kept up https://t.co/QYeDeqZdbh #auspol,2.0,5.0,494455566.0,Nick Bisley,NickBisley,Head of Humanities and Social Sciences and Professor of International Relations @latrobe Advisory Council @ChinaMattersAUS ex editor @austjia. He/his,"La Trobe University, Australia",2012-02-16 22:41:42,-37.7206671,145.048414,0.29779002,0.59647626,0.10573368,-0.19205634
2019-05-18 12:49:11,1129730651480088577,"@Haynsie75 The odds for Bill to step down have Shortened dramatically 
#ausvotes #auspol",1.0,3.0,9.788600593159208e+17,Trev Freeman,Trev781,"Big horse racing fan, Terrible punter, Liverpool FC, Wests Tigers, Part time golfer","Tweed Heads, New South Wales",2018-03-28 05:03:19,-28.1786656,153.5370011,0.49133024,0.48818243,0.020487357,-0.47084287
2019-05-13 11:38:25,1127900903837593600,"This week marks the 50th anniversary of the jailing of Clarrie O'Shea and the heroic struggle of a million Australian workers to defeat the anti-union Penal Powers. O'Shea was more than just a great union leader. He was a great Marxist-Leninist and communist.
#auspol #ausunions https://t.co/lIRGXlUtCc",1.0,10.0,1.0278805242101024e+18,Communist Party of Australia (Marxist-Leninist),cpaml_vanguard,The Communist Party of Australia (Marxist-Leninist) strives to be the  revolutionary force at the heart of the Australian working class.,Australia,2018-08-10 11:33:08,-25.274398,133.775136,0.048591256,0.48399478,0.46741393,0.41882268
2019-05-19 00:56:37,1129913718110744577,"About what losing 60% species means. About what not being food secure means. About what  spreading infectious disease means. About what rising sea level means. Really hard hitting, visual, campaign - and then - what we can do about this #AusPol #ClimateEmergency #Inequality",3.0,2.0,1700683182.0,💧Dr Val Kay,Valakay,"Research on health, equity & environmental sustainability. Teach on climate & health. For: ethic of care. Against: white-supremacist, capitalist patriarchy.",Monash University ,2013-08-26 02:22:07,-37.9105238,145.1362182,0.8026772,0.18558164,0.011741092,-0.7909361
2019-05-12 05:11:55,1127441249303089153,Labor will match the Coalition’s first home owner announcement @politicsabc #ausvotes,22.0,40.0,786307086.0,Matthew Doran,MattDoran91,Federal Political Reporter w @abcnews & @breakfastnews - Proud South Australian. Cheese enthusiast. Tweets & RT are mine. Telegram - MatthewDoran. Open DMs.,"Capital Hill, Canberra",2012-08-28 05:59:07,-35.3081,149.1244,0.0063793906,0.8883156,0.10530499,0.098925605
2019-05-15 13:31:38,1128654170951577601,"“Australia’s media is dominated by two large commercial organisations, News Corp and Nine Entertainment,” he said.
“Their interests are aligned with the pro-big business stance of the Coalition. They have enormous power to set a partisan agenda.”
TND
#ausvotes",1.0,0.0,175238215.0,Prince Fed up,somuchbullsh,Tired of the media gods and politicians who take us for fools and treat us like children. Tired of their silence on asylum seekers. Interested in facts.,Australia,2010-08-06 01:56:42,-25.274398,133.775136,0.10848843,0.8415085,0.05000306,-0.058485374
2019-05-11 01:11:56,1127018468887355392,"Poverty in Australia has been pushed to centre stage https://t.co/vERnAOS2wY 

""My son has grown up in extreme poverty, he knows not to ask 4 expensive things, he never writes lists to Santa — he knows what the situation is &amp; he knows tht buying food is more important."" #Newstart",1.0,3.0,1376950904.0,💧Grannie on call,JillJackz,~ in the rose garden.,"Victoria, Australia.",2013-04-24 12:36:56,-37.4713077,144.7851531,0.50831074,0.43956244,0.052126832,-0.4561839
2019-05-15 21:09:49,1128769477540102144,@Nartster Thanks @Nartster for this insight into what is a very dangerous cult trying to take over the government of Australia right now. Don't let these crazies into the Lodge! Vote #Labor in the #Reps and the #Senate in 2019. It's urgent!,5.0,6.0,1277390226.0,💧El Pinksto,Elpinksto,Its Time people. RT does not mean endorsement - think u'll work out my views. Pic is S.Hills Street art btw.🏳️‍🌈,"Sydney, New South Wales",2013-03-18 10:42:13,-33.8688197,151.2092955,0.66322595,0.28215724,0.054616816,-0.60860914
